gene	transcript	shNS_R1	shNS_R2	shNS_R3	shRUNX1_R1	shRUNX1_R2	shRUNX1_R3
USP29	NM_020903	0.00	0.00	0.00	0.00	0.00	0.00
LINC00412	NR_120429	0.00	1.00	2.00	0.00	1.00	0.00
TMEM221	NM_001190844	1.00	5.00	0.00	1.00	1.00	4.00
COL1A2	NM_000089	0.00	0.00	0.00	0.00	0.00	0.00
LINC01090	NR_126396	0.00	0.00	0.00	0.00	0.00	0.00
RGPD3	NM_001144013	5.88	6.59	0.00	2.61	5.61	1.87
ZNF534	NM_001143938,NM_001143939,NM_001291368,NM_001291369	0.00	0.00	0.00	0.00	0.00	0.00
MIR4285	NR_036245	0.00	0.00	0.00	0.00	0.00	0.00
SOWAHC	NM_023016	89.00	149.00	64.00	272.00	204.00	158.00
NIPAL2	NM_024759	141.00	261.00	112.00	281.00	262.00	212.00
LOC100131347	NR_036551	2.77	1.00	1.00	3.00	6.00	2.00
ITGBL1	NM_001271754,NM_001271755,NM_001271756,NM_004791	1.00	0.00	0.00	0.00	0.00	0.00
RBMX2	NM_016024	289.00	446.00	188.00	340.00	372.00	344.00
PDE11A	NM_001077196,NM_001077197,NM_001077358,NM_016953	0.00	2.00	0.00	11.00	6.00	3.00
AATK-AS1	NR_027255	1.00	0.00	0.00	1.00	0.00	0.00
BAGE3	NM_182481	101.52	200.81	63.75	115.89	202.78	111.66
C14orf142	NM_032490	289.00	413.00	171.00	190.00	192.00	152.00
NAA40	NM_001300800,NM_024771	197.00	288.00	128.00	189.00	213.00	187.00
HIP1R	NM_001303097,NM_001303099,NM_003959	848.00	1480.00	573.00	623.00	769.00	656.00
OSBPL3	NM_015550,NM_145320,NM_145321,NM_145322,NR_104111,NR_104112	3.00	3.00	2.00	7.00	1.00	1.00
SLC17A6	NM_020346	0.00	0.00	0.00	0.00	0.00	0.00
CYP2C9	NM_000771	0.00	0.00	0.00	0.00	0.00	0.00
PPIAL4E	NM_001144032,NM_001144032_chr1:148806014_148806799	0.00	0.00	0.00	0.00	2.00	0.00
RABGGTA	NM_004581,NM_182836	169.00	218.00	105.00	145.00	204.00	190.00
LINC01176	NR_108081	8.00	14.00	7.00	3.00	9.00	5.00
MIR4694	NR_039843	0.00	0.00	0.00	0.00	0.00	0.00
LINC01258	NR_110951	0.00	0.00	0.00	0.00	0.00	0.00
LINC01017	NR_104618	0.00	0.00	0.00	0.00	0.00	0.00
RPL35A	NM_000996	3114.00	4534.00	2009.00	3837.00	4057.00	3422.00
MIR193A	NR_029710	0.00	0.00	0.00	0.00	0.00	0.00
SNORD38B	NR_001457	0.00	0.00	0.00	0.00	0.00	0.00
PRB4	NM_001261399,NM_002723	0.00	0.00	0.00	0.00	0.00	0.00
TM9SF3	NM_020123	2687.00	4008.00	1761.00	2088.00	1867.00	1660.00
AHI1	NM_001134830,NM_001134831,NM_001134832,NM_017651	163.00	244.00	110.00	117.00	108.00	92.00
LINC01128	NR_047519,NR_047521,NR_047523,NR_047524,NR_047525,NR_047526	92.00	157.00	63.00	96.55	76.00	64.00
NUBPL	NM_001201573,NM_001201574,NM_025152,NR_120408	77.00	139.00	58.00	87.00	120.00	92.00
TRIM29	NM_012101	60.00	89.00	41.00	102.00	129.00	110.00
PRPH2	NM_000322	0.00	0.00	0.00	2.00	1.00	1.00
SOX5	NM_001261414,NM_001261415,NM_006940,NM_152989,NM_178010	0.00	0.00	0.00	0.00	0.00	0.00
AGBL4	NM_032785	1.00	2.00	0.00	2.00	0.00	0.00
CINP	NM_032630	179.00	218.00	100.00	161.00	204.00	206.00
PRTG	NM_173814	56.00	112.00	45.00	42.00	53.00	49.00
OR51I1	NM_001005288	0.00	0.00	0.00	0.00	0.00	0.00
IL36G	NM_001278568,NM_019618	0.00	0.00	0.00	0.00	0.00	0.00
SURF6	NM_001278942,NM_006753,NR_103874	290.00	522.00	226.00	237.00	297.00	285.00
CDKN2B-AS1	NR_003529,NR_047532,NR_047533,NR_047534,NR_047535,NR_047536,NR_047537,NR_047538,NR_047539,NR_047540,NR_047541,NR_047542,NR_047543,NR_120536	46.01	58.01	27.19	25.01	43.00	51.02
LOC101929412	NR_104606	0.00	0.00	1.00	0.00	0.00	0.00
COPS3	NM_001199125,NM_003653	517.00	773.00	351.00	463.00	657.00	596.00
GPR37	NM_005302	14.00	36.00	19.00	44.00	38.00	27.00
KLHL9	NM_018847	416.00	621.00	254.00	460.00	422.00	370.00
MIR3130-2	NR_036078	0.00	0.00	0.00	0.00	0.00	0.00
ENKD1	NM_032140	38.00	65.00	14.00	44.00	29.00	30.00
NACC2	NM_144653	356.00	639.00	268.00	291.00	408.00	357.00
LOC101928140	NR_125849	14.00	22.00	9.00	6.00	10.00	8.00
ABCC10	NM_001198934,NM_033450	222.00	387.00	167.00	146.00	151.00	149.00
RARRES2	NM_002889	1.00	7.00	3.00	5.00	4.00	3.00
FADS6	NM_178128	0.00	0.00	0.00	0.00	0.00	0.00
ADCY10P1	NR_026938	0.00	0.00	3.00	2.00	4.00	1.00
FOXN2	NM_002158	237.00	343.00	138.00	201.00	256.00	211.00
MIR548J	NR_031615	0.00	0.00	0.00	0.00	0.00	0.00
MIR4323	NR_036208	0.00	0.00	0.00	0.00	0.00	0.00
OR6N2	NM_001005278	0.00	0.00	0.00	0.00	0.00	0.00
GNB2	NM_005273	1486.00	2462.00	1065.00	2246.00	3045.00	2806.00
MIR3130-1	NR_036077	0.00	0.00	0.00	0.00	0.00	0.00
HEXA-AS1	NR_027262	27.00	38.00	21.00	11.00	17.00	21.00
MIR4533	NR_039758	0.00	0.00	0.00	0.00	0.00	0.00
CNPPD1	NM_015680	368.00	585.00	254.00	404.00	448.00	412.00
NAA16	NM_001110798,NM_018527,NM_024561	180.00	252.00	135.00	150.00	150.00	114.00
LOC102724849	NR_110607	0.00	0.00	0.00	0.00	0.00	0.00
TMLHE	NM_001184797,NM_018196	146.00	208.00	110.00	198.00	186.00	158.00
INPP4A	NM_001134224,NM_001134225,NM_001566,NM_004027	209.00	337.00	163.00	165.00	229.00	208.00
LRRC15	NM_001135057,NM_130830	7.00	3.00	1.00	4.00	2.00	4.00
LINC01160	NR_034126	8.00	12.23	8.00	10.00	9.00	7.00
DKK3	NM_001018057,NM_013253,NM_015881	1.00	1.00	0.00	0.00	0.00	0.00
PCDHA6	NM_018909,NM_031848,NM_031849	109.07	175.90	71.38	79.07	97.93	100.56
ESPL1	NM_012291	61.00	93.00	41.00	183.00	435.00	418.00
CHST7	NM_019886	14.00	33.00	17.00	23.00	23.00	19.00
SNORD74	NR_002579	0.00	0.00	0.00	0.00	0.00	0.00
CHKB-AS1	NR_021492,NR_110536	1.00	5.00	0.00	3.00	0.00	5.00
FNDC4	NM_022823	0.00	1.00	0.00	0.00	1.00	0.00
GOLGA6L10	NM_001164465	21.28	39.37	8.41	8.37	8.29	17.16
SCRN1	NM_001145513,NM_001145514,NM_001145515,NM_014766	1538.00	2477.00	1091.00	1944.00	2117.00	1786.00
NBPF22P	NR_003719	4.32	14.88	4.11	11.64	13.62	3.31
MIR361	NR_029848	0.00	0.00	0.00	0.00	0.00	0.00
TP53BP2	NM_001031685,NM_005426	258.00	411.00	209.00	239.00	263.00	262.00
LCP2	NM_005565	0.00	0.00	0.00	0.00	0.00	0.00
DYNC2H1	NM_001080463,NM_001377	255.00	406.00	193.00	162.00	186.00	137.00
MIDN	NM_177401	197.00	308.00	176.00	311.00	399.00	360.00
SCIMP	NM_001271842,NM_207103	2.00	4.00	1.00	1.18	3.00	0.00
LOC101927286	NR_120324	0.00	2.00	0.00	1.00	2.00	1.00
DDX19B	NM_001014449,NM_001014451,NM_001257172,NM_001257173,NM_001257174,NM_001257175,NM_007242	224.66	379.56	141.09	267.45	331.53	276.95
TMEM89	NM_001008269	0.00	0.00	0.00	0.00	0.00	0.00
TMEM176A	NM_018487	0.00	0.00	0.00	0.00	0.00	0.00
TTC9C	NM_173810	162.00	232.00	103.00	154.00	234.00	229.00
FREM1	NM_001177704,NM_144966	0.00	1.00	0.00	1.00	0.00	0.00
LOC100507487	NR_125882	4.00	9.00	8.00	7.00	5.00	5.00
LYPLA2	NM_007260	197.00	285.00	113.00	226.00	249.00	233.00
TMEM140	NM_018295	61.14	94.14	41.74	85.23	79.83	57.84
CEL	NM_001807	9.95	14.00	3.32	0.00	2.00	1.66
NLGN2	NM_020795	71.00	107.00	55.00	37.00	117.00	97.00
GTF3C5	NM_001122823,NM_001286709,NM_012087	432.00	754.00	303.00	523.00	699.00	609.00
TAF1B	NM_005680	231.00	392.00	174.00	196.00	187.00	143.00
KRT15	NM_002275	101.00	131.00	76.00	101.00	65.00	63.00
LOC102724601	NR_121197	0.00	0.00	0.00	0.00	1.00	0.00
C14orf1	NM_007176	239.00	403.00	188.00	380.00	445.00	388.00
PNKP	NM_007254	159.00	234.00	96.00	142.00	152.00	164.00
MIR875	NR_030596	0.00	0.00	0.00	0.00	0.00	0.00
GCNT7	NM_080615	9.00	15.00	5.00	6.00	10.00	9.00
RUNX2	NM_001015051,NM_001024630,NM_001278478,NR_103532,NR_103533	42.00	52.00	35.00	45.00	102.00	60.00
DONSON	NM_017613	48.00	80.00	37.00	66.00	88.00	95.00
MIR4481	NR_039701	0.00	0.00	0.00	0.00	0.00	0.00
CHIA	NM_001040623,NM_001258001,NM_001258002,NM_001258003,NM_001258004,NM_001258005,NM_021797,NM_201653	0.00	1.00	1.00	1.00	0.00	0.00
USP14	NM_001037334,NM_005151	273.00	316.00	170.00	335.00	548.00	458.00
CCDC174	NM_016474	238.00	374.00	165.00	214.00	168.00	156.00
CDKN2AIP	NM_017632	145.00	202.00	94.00	102.00	64.00	63.00
CHIC1	NM_001039840,NM_001300884	124.00	188.00	79.00	123.00	109.00	83.00
ATG4C	NM_032852,NM_178221	81.00	96.00	46.00	56.00	45.00	49.00
MRPS16	NM_016065	823.00	1264.00	520.00	833.00	1040.00	1047.00
LINC00494	NR_026958	294.00	433.00	225.00	1717.00	423.00	396.00
CFDP1	NM_006324	353.00	473.00	225.00	275.00	359.00	336.00
NPLOC4	NM_017921,NR_130139,NR_130140	803.00	1411.00	630.00	1062.00	1079.00	1005.00
CSH2	NM_020991,NM_022644,NM_022645	0.00	0.00	0.00	0.00	0.00	0.00
RPL11	NM_000975,NM_001199802	3965.00	5646.00	2416.00	4174.00	5137.00	4746.00
C6orf57	NM_145267	16.00	29.00	10.00	30.00	35.00	37.00
BEST1	NM_001139443,NM_001300786,NM_001300787,NM_004183	17.01	17.01	7.00	10.00	10.00	7.00
TAAR5	NM_003967	0.00	0.00	0.00	0.00	0.00	0.00
APOC1P1	NR_028412,NR_028413,NR_028414	0.00	0.00	0.00	0.00	0.00	1.00
PCAT4	NR_026555	0.00	0.00	0.00	0.00	0.00	0.00
MIR374A	NR_030785	0.00	0.00	0.00	0.00	0.00	0.00
SLC36A4	NM_001286139,NM_152313	18.00	30.00	11.00	37.00	45.00	27.00
PDLIM7	NM_005451,NM_203352,NM_213636,NR_103804	65.00	105.00	52.00	87.00	176.00	155.00
GGA2	NM_015044	385.00	666.00	306.00	636.00	518.00	525.00
LOC100129924	NM_001242750	0.00	0.00	1.00	0.00	0.00	0.00
FAM35A	NM_019054	436.66	660.05	311.32	455.60	345.85	305.42
CABLES2	NM_031215	163.00	268.00	140.00	249.00	300.00	336.00
RANGAP1	NM_001278651,NM_002883	420.00	715.00	303.00	659.00	826.00	821.00
ST13	NM_001278589,NM_003932	1300.00	1980.00	912.00	1545.00	1369.83	1306.12
CASC20	NR_109953	0.00	0.00	0.00	0.00	0.00	0.00
MIR6834	NR_106892	0.00	0.00	0.00	0.00	0.00	0.00
MIR5579	NR_049841	0.00	0.00	0.00	0.00	0.00	0.00
NAP1L4	NM_005969	439.00	657.00	259.00	594.00	612.00	539.00
ZNF277	NM_021994	261.00	359.00	167.00	293.00	227.00	182.00
UPF3A	NM_023011,NM_080687	88.00	173.00	66.00	100.00	93.00	79.00
CWC22	NM_020943	253.00	360.00	160.00	234.00	219.00	183.00
OR5P3	NM_153445	0.00	0.00	0.00	0.00	0.00	0.00
UBE2G2	NM_001202489,NM_003343,NM_182688	401.00	646.00	307.00	493.00	414.00	376.00
RSPH10B2	NM_001099697,NM_001099697_chr7:5965776_6010314	5.00	4.00	2.00	6.00	4.00	4.00
MRPS36	NM_033281	172.00	264.00	116.00	159.00	162.00	119.00
GNG12-AS1	NR_040077	2.00	2.00	1.00	0.00	0.00	1.00
SNORD115-5	NR_003297	0.00	0.00	0.00	0.00	0.00	0.00
ZMAT1	NM_001011657,NM_001282400,NM_001282401	20.00	21.00	14.00	37.00	21.00	25.00
BMS1	NM_014753	720.53	1078.04	501.18	594.76	783.05	774.78
LINC01015	NR_037179,NR_037180,NR_037181	0.00	0.00	0.00	0.00	0.00	0.00
IPO4	NM_024658,NR_051979	535.00	910.00	406.00	642.00	1386.00	1291.00
RING1	NM_002931	281.00	422.00	155.00	231.00	219.00	206.00
CUEDC2	NM_024040	132.00	246.00	103.00	176.00	212.00	179.00
LTC4S	NM_145867	5.00	4.00	3.00	6.00	1.00	5.00
CNNM2	NM_017649,NM_199076,NM_199077	89.00	142.00	62.00	114.00	120.00	124.00
HYAL2	NM_003773,NM_033158	157.00	297.00	139.00	124.00	154.00	141.00
ZNF322	NM_001242797,NM_001242798,NM_001242799,NM_024639	588.00	825.00	350.00	447.00	387.00	362.00
SHISA2	NM_001007538	1833.00	3013.00	1338.00	750.00	203.00	177.00
FAM19A4	NM_001005527,NM_182522	0.00	0.00	1.00	0.00	1.00	0.00
CLMP	NM_024769	14.00	24.00	8.00	6.00	3.00	9.00
LINC00548	NR_033877	0.00	0.00	0.00	0.00	0.00	0.00
BTD	NM_000060,NM_001281723,NM_001281724,NM_001281725,NM_001281726	172.00	276.00	89.00	362.00	227.00	205.19
LOC100289561	NM_001242713	46.00	64.24	20.77	34.96	46.61	63.99
MIR6789	NR_106847	0.00	0.00	0.00	0.00	0.00	0.00
MIR152	NR_029687	0.00	0.00	0.00	0.00	0.00	0.00
FOXE3	NM_012186	0.00	1.00	0.00	0.00	2.00	1.00
CHST6	NM_021615	2.00	0.00	1.00	0.00	2.00	0.00
LRRC25	NM_145256	0.00	1.00	1.00	0.00	0.00	1.00
DAPK3	NM_001348	245.00	372.00	166.00	219.00	242.00	228.00
LOC100505878	NR_105017	0.00	0.00	0.00	0.00	0.00	0.00
ARL14	NM_025047	0.00	1.00	2.00	0.00	2.00	0.00
SNRPD3	NM_001278656,NM_004175,NR_103819	687.54	1133.74	469.49	642.13	732.05	640.46
FHOD3	NM_001281739,NM_001281740,NM_025135	8.00	11.00	0.00	7.00	10.00	15.00
MFN2	NM_001127660,NM_014874	440.00	673.00	277.00	509.00	673.00	623.00
LINC00221	NR_027457	0.00	0.00	0.00	0.00	0.00	0.00
VWA3A	NM_173615	1.00	0.00	0.00	1.00	1.00	0.00
GPR88	NM_022049	0.00	0.00	0.00	0.00	0.00	0.00
LINC00689	NR_024394	4.00	5.00	6.00	5.00	8.00	17.00
KERA	NM_007035	0.00	0.00	0.00	0.00	0.00	1.00
MMGT1	NM_173470	313.00	426.00	226.00	375.00	455.00	441.00
SNAPC3	NM_001039697	156.00	239.00	122.00	186.00	209.00	167.00
LINC01539	NR_040025,NR_040026	1.00	1.00	0.00	0.00	0.00	0.00
MELK	NM_001256685,NM_001256687,NM_001256688,NM_001256689,NM_001256690,NM_001256691,NM_001256692,NM_001256693,NM_014791,NR_046337	76.00	113.00	45.00	190.00	325.00	299.00
TYW1	NM_018264	355.54	580.32	225.33	176.28	251.30	200.73
SERPIND1	NM_000185	4.00	3.00	3.00	0.00	5.00	4.00
LOC644838	NR_038844	0.00	0.00	0.00	0.00	0.00	0.00
CYP2G1P	NR_040249	0.00	1.00	0.00	0.00	0.00	1.00
MIR1257	NR_031658	0.00	0.00	0.00	0.00	0.00	0.00
PLK2	NM_001252226,NM_006622	6539.00	9859.00	4215.00	2440.00	2829.00	2621.00
MIR519C	NR_030188	0.00	0.00	0.00	0.00	0.00	0.00
USP44	NM_001042403,NM_001278393,NM_032147,NR_125360	0.00	1.00	0.00	0.00	0.00	1.00
SNORD116-2	NR_003317,NR_003317_chr15:25310171_25310269	0.00	0.00	0.00	0.00	0.00	0.00
ANKRD34C-AS1	NR_038997	0.00	0.00	0.00	0.00	0.00	0.00
TBC1D3P1-DHX40P1	NR_002924	9.32	1.32	6.54	1.24	0.00	0.00
UCHL1-AS1	NR_102709	0.00	0.00	0.00	2.00	2.00	2.00
SFPQ	NM_005066	1618.00	2463.00	1090.00	1443.00	2191.00	1974.00
ADCY4	NM_001198568,NM_001198592,NM_139247	0.00	1.00	1.00	1.00	1.00	0.00
APLNR	NM_005161,NR_027991	0.00	0.00	0.00	0.00	0.00	1.00
SPANXN2	NM_001009615	0.00	0.00	0.00	0.00	0.00	0.00
HCG8	NR_103542	6.00	6.00	7.00	1.00	2.00	1.00
ENO4	NM_001242699	11.00	9.00	2.00	4.00	8.00	4.00
A3GALT2	NM_001080438	0.00	0.00	0.00	0.00	0.00	0.00
PAXBP1	NM_013329,NM_016631,NR_027873	342.00	474.00	244.00	239.00	202.00	200.00
OSBPL10-AS1	NR_049771	1.00	0.00	0.00	0.00	2.00	0.00
MIR6847	NR_106906	0.00	0.00	0.00	0.00	0.00	0.00
CENPVP1	NR_033772,NR_033772_chrX:51453924_51455226	0.00	0.00	0.00	0.00	0.00	0.00
FAM20B	NM_014864	854.00	1276.00	535.00	1003.00	831.00	791.00
RDH5	NM_001199771,NM_002905	6.91	6.79	1.00	3.47	6.00	1.99
F10-AS1	NR_126424	0.00	0.00	0.00	0.00	0.00	0.00
LINC01208	NR_109968	0.00	1.00	0.00	0.00	0.00	0.00
GLRA4	NM_001024452,NM_001172285	0.00	0.00	0.00	0.00	0.00	0.00
TOE1	NM_025077	81.87	138.00	63.00	94.00	93.00	68.00
ASB10	NM_001142459,NM_001142460,NM_080871	0.00	0.00	0.00	0.00	0.00	0.00
MIR6511B1	NR_106775,NR_106775_chr16:15227922_15228007	0.00	0.00	0.00	0.00	0.00	0.00
TNFRSF13C	NM_052945	0.00	0.00	0.00	0.00	0.00	0.00
ARHGEF25	NM_001111270,NM_182947,NR_046223	31.00	46.00	29.00	19.00	24.00	25.00
CKS2	NM_001827	464.00	658.00	253.00	387.00	388.00	412.00
STMN2	NM_001199214,NM_007029	0.00	0.00	0.00	0.00	0.00	0.00
SNORD38A	NR_001456	0.00	0.00	0.00	0.00	0.00	0.00
MANF	NM_006010	170.00	249.00	128.00	176.00	196.00	149.00
RAB34	NM_001142624,NM_001142625,NM_001144942,NM_001144943,NM_001256276,NM_001256277,NM_001256278,NM_031934	1.00	1.00	0.00	1.00	1.00	1.00
SLC25A30-AS1	NR_047031	0.00	0.00	2.00	1.00	2.00	1.00
TNFSF18	NM_005092	0.00	0.00	0.00	0.00	0.00	0.00
PHYH	NM_001037537,NM_006214	92.00	122.00	45.00	79.00	77.00	62.00
LINC00347	NR_034024,NR_034025	0.00	0.00	1.00	0.00	0.00	0.00
SETBP1	NM_001130110,NM_015559	65.00	79.00	44.00	121.00	92.00	90.00
VPS26B	NM_052875	192.00	298.00	146.00	242.00	250.00	256.00
GSTK1	NM_001143679,NM_001143680,NM_001143681,NM_015917	252.00	436.00	162.00	439.00	341.00	311.00
MIR608	NR_030339	0.00	0.00	0.00	0.00	0.00	0.00
MIR135A2	NR_029678	0.00	0.00	0.00	0.00	0.00	0.00
PILRA	NM_013439,NM_178272,NM_178273	1.02	0.00	1.03	3.25	2.15	0.00
CPSF3	NM_016207	420.00	592.00	243.00	466.00	633.00	539.00
CDC42P3	NR_102426	0.00	1.00	0.00	0.00	2.00	1.00
PTH	NM_000315	0.00	0.00	0.00	0.00	0.00	0.00
PDK4	NM_002612	16.00	40.00	26.00	36.00	14.00	12.00
PSKH1	NM_006742	182.00	251.78	112.00	203.99	246.96	211.00
GNPTG	NM_032520	115.19	197.65	99.00	169.63	151.81	150.79
LOC101927391	NR_110084	23.00	36.00	18.00	7.00	8.00	10.00
CLIC6	NM_053277	4.00	0.00	0.00	2.00	10.00	7.00
SNORD114-14	NR_003207	0.00	0.00	0.00	0.00	0.00	0.00
MAP3K11	NM_002419	544.00	880.00	449.00	520.00	518.00	496.00
THSD4-AS2	NR_120346	11.00	12.00	13.00	12.00	15.00	7.00
B4GALNT1	NM_001276468,NM_001276469,NM_001478	14.00	36.89	13.00	24.00	70.00	59.87
GABRR1	NM_001256703,NM_001256704,NM_001267582,NM_002042	0.00	0.00	0.00	0.00	0.00	0.00
MIR4515	NR_039740	0.00	0.00	0.00	0.00	0.00	0.00
NIPAL4	NM_001099287,NM_001172292	0.00	0.00	0.00	0.00	0.00	0.00
C3orf22	NM_152533	0.00	0.00	0.00	0.00	0.00	0.00
MIR8059	NR_107026	0.00	0.00	0.00	0.00	0.00	0.00
PTOV1-AS1	NR_040037	58.00	80.00	28.00	58.00	79.00	59.00
MIR520F	NR_030186	0.00	0.00	0.00	0.00	0.00	0.00
CISTR	NR_104332,NR_104333	0.00	0.00	0.00	0.00	0.00	0.00
ITPK1-AS1	NR_002808	11.00	30.00	11.00	7.00	31.00	20.00
CST5	NM_001900	0.00	0.00	0.00	0.00	0.00	0.00
PMS2P5	NR_027775,NR_027776,NR_027776_chr7:74306886_74322330,NR_027776_chr7:74702376_74988276,NR_027777	49.58	102.88	44.37	55.40	121.70	83.94
SPEN	NM_015001	540.00	666.00	401.00	645.00	1108.00	1058.00
ZNF334	NM_001270497,NM_018102,NR_073026	0.00	1.00	0.00	0.00	0.00	0.00
FRAS1	NM_001166133,NM_025074	297.00	478.00	200.00	347.00	477.00	411.00
PSMB1	NM_002793	985.00	1471.00	600.00	1123.00	1480.00	1279.00
ENTPD5	NM_001249	60.00	105.00	48.00	75.00	109.00	107.00
SALRNA2	NR_126482	0.00	0.00	0.00	0.00	1.00	0.00
MIR631	NR_030360	0.00	0.00	0.00	0.00	0.00	0.00
ZNF133	NM_001083330,NM_001282995,NM_001282996,NM_001282997,NM_001282998,NM_001282999,NM_001283000,NM_001283001,NM_001283002,NM_001283003,NM_001283004,NM_001283005,NM_001283006,NM_001283007,NM_001283008,NM_003434	99.00	174.00	68.00	100.00	120.00	102.00
ITFG1	NM_030790	291.97	439.94	197.00	335.00	280.84	253.00
PSMC3IP	NM_001256014,NM_001256015,NM_001256016,NM_013290,NM_016556,NR_045669,NR_045670,NR_045671	10.65	12.59	6.05	19.18	31.68	29.85
HMG20B	NM_006339	336.00	450.00	191.00	586.00	596.00	592.00
LPAR6	NM_001162497,NM_001162498,NM_005767	20.00	24.00	11.00	14.00	12.00	19.00
GSC	NM_173849	49.00	80.00	33.00	148.00	86.00	79.00
C19orf70	NM_205767	132.00	201.00	73.00	90.00	110.00	119.00
SDHAP3	NR_003263	116.08	167.25	68.00	76.91	47.96	61.51
ANXA2R	NM_001014279	15.00	16.00	5.00	11.00	24.00	14.00
ITFG3	NM_001284497,NM_032039,NR_104317	501.00	768.31	362.51	565.00	772.00	683.66
LOC100287792	NR_040021	0.00	0.00	0.00	0.00	0.00	0.00
SP3	NM_001017371,NM_001172712,NM_003111	1399.00	2005.00	907.00	1597.00	1182.00	1094.00
CCDC144A	NM_014695,NR_130142	21.44	26.92	14.93	14.88	5.94	2.77
TAF11	NM_001270488,NM_005643	423.00	577.00	241.00	384.00	436.00	390.00
SNX29P1	NR_045011	9.58	13.86	7.25	14.23	17.53	9.98
ZNF331	NM_001079906,NM_001079907,NM_001253798,NM_001253799,NM_001253800,NM_001253801,NM_018555	171.00	264.00	115.00	201.00	255.00	224.00
FOXG1-AS1	NR_125758	0.00	0.00	0.00	0.00	0.00	0.00
CGB1	NM_033377	3.00	0.00	0.00	0.00	0.00	0.00
PYCR2	NM_001271681,NM_013328	353.00	572.00	225.00	315.00	312.00	251.00
FAM160B1	NM_001135051,NM_020940	594.00	877.00	407.00	568.00	571.00	523.00
CTAGE1	NM_172241	0.00	0.00	0.00	0.00	0.00	0.00
PIGF	NM_002643,NM_173074	142.59	163.29	67.60	105.85	97.66	94.27
FAM208B	NM_017782	1914.00	2649.00	1267.00	1380.00	1695.00	1425.00
AHCYL1	NM_001242673,NM_001242674,NM_001242675,NM_001242676,NM_006621	425.00	651.00	301.00	583.00	728.00	670.00
CYLC2	NM_001340	0.00	0.00	0.00	0.00	0.00	0.00
FPGT	NM_001199328,NM_001199329,NM_003838	124.55	148.00	87.42	85.69	73.75	58.00
MIR662	NR_030384	0.00	0.00	0.00	0.00	0.00	0.00
SNORD115-47	NR_003499	0.00	0.00	0.00	0.00	0.00	0.00
DSCAM-IT1	NR_046774	0.00	0.00	0.00	0.00	0.00	0.00
DCAF8L2	NM_001136533	0.00	0.00	0.00	2.00	0.00	0.00
ITPA	NM_001267623,NM_033453,NM_181493,NR_052000,NR_052001,NR_052002	170.00	241.00	102.00	142.00	173.00	133.00
RIBC2	NM_015653	7.00	11.00	5.00	4.00	13.00	13.00
TNFSF15	NM_001204344,NM_005118	2.00	6.01	5.03	1.00	1.00	0.00
ADCY7	NM_001114,NM_001286057	24.00	42.00	12.00	17.00	24.00	34.00
CARS	NM_001014437,NM_001194997,NM_001751,NM_139273,NR_036542	255.00	401.00	181.00	221.00	317.00	277.00
SIGMAR1	NM_001282205,NM_001282206,NM_001282207,NM_001282208,NM_001282209,NM_005866,NM_147157,NR_104108	70.00	86.00	51.00	83.00	108.00	106.00
PTPLAD2	NM_001010915	1.00	7.00	2.00	3.00	2.00	2.00
HLX	NM_021958	0.00	2.00	1.00	1.00	2.58	1.00
ZBTB1	NM_001123329,NM_014950	903.00	1248.00	538.00	1148.00	902.00	759.00
UGT1A9	NM_021027	0.00	0.00	0.00	0.00	0.00	0.00
MIR513A2	NR_030232	0.00	0.00	0.00	0.00	0.00	0.00
TM4SF19-TCTEX1D2	NR_037950	3.11	0.00	0.00	0.00	2.49	0.00
SPATA13	NM_001166271,NM_001286792,NM_001286793,NM_001286794,NM_001286795,NM_153023,NR_104595	781.00	1276.00	549.00	840.00	793.00	747.00
YPEL1	NM_013313	37.84	53.43	21.45	102.11	43.65	46.75
TRMT12	NM_017956	410.00	577.00	237.00	345.00	415.00	379.00
ZNF585A	NM_001288800,NM_152655,NM_199126,NR_110152	52.63	59.07	30.55	52.44	71.14	54.20
PIK3IP1	NM_001135911,NM_052880	241.00	345.00	172.00	289.00	152.00	126.00
MIR8068	NR_107035	0.00	0.00	0.00	0.00	0.00	0.00
RNF11	NM_014372	695.00	979.00	442.00	783.00	721.00	656.00
GPM6A	NM_001261447,NM_001261448,NM_005277,NM_201591,NM_201592,NR_048571	0.00	0.00	0.00	8.00	1.00	2.00
GLT1D1	NM_144669	1.00	2.00	0.00	0.00	0.00	0.00
G6PC2	NM_001081686,NM_021176	0.00	0.00	0.00	0.00	0.00	0.00
MIR3679	NR_037450	0.00	0.00	0.00	0.00	0.00	0.00
DNAJC9	NM_015190	386.99	629.74	267.25	485.31	580.10	498.95
LOC101927817	NR_110931,NR_110932	4.00	8.00	3.00	2.00	17.00	18.00
LINC00339	NR_023918,NR_023919,NR_109759,NR_109760,NR_109761,NR_109762	33.00	35.00	22.00	26.00	48.00	31.00
C1orf64	NM_178840	0.00	0.00	0.00	1.00	0.00	1.00
LINC01241	NR_121604	0.00	0.00	0.00	0.00	0.00	0.00
TAS2R20	NM_176889	17.00	24.00	10.00	13.00	14.00	11.00
TMEM255A	NM_001104544,NM_001104545,NM_017938	0.00	4.00	2.00	1.00	2.00	2.00
SYNE1-AS1	NR_120501	0.00	0.00	0.00	0.00	0.00	0.00
C3orf56	NM_001007534	0.00	0.00	0.00	0.00	0.00	0.00
NCOA5	NM_020967	248.00	405.00	190.00	326.00	315.00	282.00
